,key,values,0
6072,"['2021', 'msu', '00', '2']","['106.8', '.', '0.8', '535862', '12.47', '694153', '...', '...']",
6073,"['2021', 'msu', '00', '1']","['106.9', '.', '0.8', '335122', '13.05', '429686', '13.77', '65501']",
6074,"['2021', 'msu', '00', '0']","['106.6', '.', '0.9', '200740', '11.13', '264467', '...', '...']",
6075,"['2021', 'msu', '01', '2']","['108.2', '.', '1.0', '201934', '15.38', '259516', '...', '...']",
6076,"['2021', 'msu', '01', '1']","['108.4', '.', '1.0', '148275', '16.38', '188605', '17.15', '30268']",
6077,"['2021', 'msu', '01', '0']","['107.4', '.', '1.0', '53659', '12.39', '70911', '...', '...']",
6078,"['2021', 'msu', '02', '2']","['106.7', '.', '0.7', '235048', '12.11', '312423', '...', '...']",
6079,"['2021', 'msu', '02', '1']","['106.5', '.', '0.6', '140228', '12.55', '182291', '13.07', '27100']",
6080,"['2021', 'msu', '02', '0']","['106.9', '.', '0.9', '94820', '11.08', '130132', '...', '...']",
6081,"['2021', 'msu', '03', '2']","['105.8', '.', '0.9', '98880', '10.90', '122214', '...', '...']",
6082,"['2021', 'msu', '03', '1']","['106.0', '.', '0.9', '46619', '11.10', '58790', '11.65', '8133']",
6083,"['2021', 'msu', '03', '0']","['105.6', '.', '0.8', '52261', '10.51', '63424', '...', '...']",
6084,"['2021', 'A01', '00', '2']","['108.5', '.', '0.9', '332099', '17.08', '410477', '...', '...']",
6085,"['2021', 'A01', '00', '1']","['108.5', '.', '0.8', '205443', '19.22', '243257', '20.24', '43184']",
6086,"['2021', 'A01', '00', '0']","['108.5', '.', '1.0', '126656', '13.24', '167220', '...', '...']",
6087,"['2021', 'A01', '01', '2']","['109.2', '.', '1.0', '102254', '22.43', '131262', '...', '...']",
6088,"['2021', 'A01', '01', '1']","['109.0', '.', '0.9', '75348', '24.40', '95304', '25.37', '17155']",
6089,"['2021', 'A01', '01', '0']","['109.7', '.', '1.3', '26906', '15.37', '35958', '...', '...']",
6090,"['2021', 'A01', '02', '2']","['108.2', '.', '0.7', '133299', '16.60', '169184', '...', '...']",
6091,"['2021', 'A01', '02', '1']","['107.9', '.', '0.6', '84244', '18.26', '97650', '18.89', '16961']",
6092,"['2021', 'A01', '02', '0']","['108.6', '.', '0.9', '49055', '13.43', '71534', '...', '...']",
6093,"['2021', 'A01', '03', '2']","['108.5', '.', '1.0', '96546', '14.70', '110031', '...', '...']",
6094,"['2021', 'A01', '03', '1']","['108.9', '.', '1.1', '45851', '16.49', '50303', '17.46', '9068']",
6095,"['2021', 'A01', '03', '0']","['108.1', '.', '1.0', '50695', '12.52', '59728', '...', '...']",
6096,"['2021', '091', '00', '2']","['108.8', '.', '0.9', '165627', '18.45', '209549', '...', '...']",
6097,"['2021', '091', '00', '1']","['108.6', '.', '0.8', '102100', '21.48', '122798', '22.57', '22143']",
6098,"['2021', '091', '00', '0']","['109.2', '.', '1.2', '63527', '13.29', '86751', '...', '...']",
6099,"['2021', '091', '01', '2']","['109.0', '.', '1.0', '59823', '24.54', '76632', '...', '...']",
6100,"['2021', '091', '01', '1']","['108.7', '.', '0.9', '45934', '26.69', '57996', '27.56', '10452']",
6101,"['2021', '091', '01', '0']","['110.5', '.', '1.7', '13889', '15.65', '18636', '...', '...']",
6102,"['2021', '091', '02', '2']","['108.5', '.', '0.8', '59789', '17.81', '79582', '...', '...']",
6103,"['2021', '091', '02', '1']","['108.0', '.', '0.6', '37045', '20.14', '43653', '20.84', '7611']",
6104,"['2021', '091', '02', '0']","['109.4', '.', '1.1', '22744', '13.55', '35929', '...', '...']",
6105,"['2021', '091', '03', '2']","['109.1', '.', '1.1', '46015', '15.38', '53335', '...', '...']",
6106,"['2021', '091', '03', '1']","['109.4', '.', '1.1', '19121', '18.26', '21149', '19.47', '4080']",
6107,"['2021', '091', '03', '0']","['108.7', '.', '1.2', '26894', '12.50', '32186', '...', '...']",
6108,"['2021', '091-1', '00', '2']","['107.1', '.', '0.8', '17539', '22.38', '22390', '...', '...']",
6109,"['2021', '091-1', '00', '1']","['106.9', '.', '0.7', '15506', '23.20', '19553', '25.10', '3780']",
6110,"['2021', '091-1', '00', '0']","['108.4', '.', '1.8', '2033', '16.21', '2837', '...', '...']",
6111,"['2021', '091-1', '01', '2']","['107.1', '.', '0.9', '9908', '27.91', '12862', '...', '...']",
6112,"['2021', '091-1', '01', '1']","['107.0', '.', '0.8', '9108', '28.28', '11876', '29.17', '2377']",
6113,"['2021', '091-1', '01', '0']","['109.7', '.', '2.0', '800', '19.70', '986', '...', '...']",
6114,"['2021', '091-1', '02', '2']","['107.6', '.', '0.7', '5363', '21.50', '6884', '...', '...']",
6115,"['2021', '091-1', '02', '1']","['107.4', '.', '0.6', '4640', '22.19', '5715', '23.15', '1049']",
6116,"['2021', '091-1', '02', '0']","['109.6', '.', '1.7', '723', '17.10', '1169', '...', '...']",
6117,"['2021', '091-1', '03', '2']","['106.1', '.', '0.9', '2268', '18.46', '2644', '...', '...']",
6118,"['2021', '091-1', '03', '1']","['106.1', '.', '0.7', '1758', '19.22', '1962', '22.15', '354']",
6119,"['2021', '091-1', '03', '0']","['106.3', '.', '1.8', '510', '14.44', '682', '...', '...']",
6120,"['2021', '091-2', '00', '2']","['109.2', '.', '0.9', '53253', '20.43', '67793', '...', '...']",
6121,"['2021', '091-2', '00', '1']","['108.6', '.', '0.7', '40123', '22.51', '49463', '23.40', '9238']",
6122,"['2021', '091-2', '00', '0']","['111.4', '.', '1.6', '13130', '14.28', '18330', '...', '...']",
6123,"['2021', '091-2', '01', '2']","['108.9', '.', '0.9', '26803', '25.10', '34450', '...', '...']",
6124,"['2021', '091-2', '01', '1']","['108.5', '.', '0.8', '21782', '26.90', '28019', '27.60', '5055']",
6125,"['2021', '091-2', '01', '0']","['112.3', '.', '2.3', '5021', '16.24', '6431', '...', '...']",
6126,"['2021', '091-2', '02', '2']","['109.1', '.', '0.7', '17922', '19.28', '23375', '...', '...']",
6127,"['2021', '091-2', '02', '1']","['108.2', '.', '0.5', '13454', '20.84', '16064', '21.61', '3027']",
6128,"['2021', '091-2', '02', '0']","['112.0', '.', '1.5', '4468', '14.28', '7311', '...', '...']",
6129,"['2021', '091-2', '03', '2']","['109.9', '.', '1.2', '8528', '16.86', '9968', '...', '...']",
6130,"['2021', '091-2', '03', '1']","['109.8', '.', '1.0', '4887', '19.01', '5380', '19.93', '1156']",
6131,"['2021', '091-2', '03', '0']","['110.3', '.', '1.5', '3641', '13.25', '4588', '...', '...']",
6132,"['2021', '091-3', '00', '2']","['107.7', '.', '0.9', '22690', '17.18', '28552', '...', '...']",
6133,"['2021', '091-3', '00', '1']","['106.9', '.', '0.7', '12041', '20.16', '14129', '20.75', '2543']",
6134,"['2021', '091-3', '00', '0']","['108.8', '.', '1.3', '10649', '13.52', '14423', '...', '...']",
6135,"['2021', '091-3', '01', '2']","['107.8', '.', '0.7', '7642', '22.91', '9627', '...', '...']",
6136,"['2021', '091-3', '01', '1']","['107.2', '.', '0.3', '4845', '26.16', '5933', '26.78', '965']",
6137,"['2021', '091-3', '01', '0']","['109.5', '.', '1.8', '2797', '15.94', '3694', '...', '...']",
6138,"['2021', '091-3', '02', '2']","['107.3', '.', '0.8', '8408', '16.66', '11329', '...', '...']",
6139,"['2021', '091-3', '02', '1']","['106.3', '.', '0.6', '4644', '18.94', '5438', '19.27', '993']",
6140,"['2021', '091-3', '02', '0']","['108.6', '.', '1.2', '3764', '13.47', '5891', '...', '...']",
6141,"['2021', '091-3', '03', '2']","['108.1', '.', '1.1', '6640', '15.02', '7596', '...', '...']",
6142,"['2021', '091-3', '03', '1']","['107.2', '.', '1.1', '2552', '17.61', '2758', '18.63', '585']",
6143,"['2021', '091-3', '03', '0']","['108.8', '.', '1.2', '4088', '12.89', '4838', '...', '...']",
6144,"['2021', '091-4', '00', '2']","['109.7', '.', '1.1', '72145', '15.26', '90814', '...', '...']",
6145,"['2021', '091-4', '00', '1']","['111.1', '.', '1.2', '34430', '18.83', '39653', '19.49', '6582']",
6146,"['2021', '091-4', '00', '0']","['108.6', '.', '0.9', '37715', '12.53', '51161', '...', '...']",
6147,"['2021', '091-4', '01', '2']","['111.8', '.', '1.3', '15470', '20.70', '19693', '...', '...']",
6148,"['2021', '091-4', '01', '1']","['112.9', '.', '1.5', '10199', '23.99', '12168', '25.14', '2055']",
6149,"['2021', '091-4', '01', '0']","['109.6', '.', '1.0', '5271', '14.36', '7525', '...', '...']",
6150,"['2021', '091-4', '02', '2']","['108.8', '.', '0.8', '28096', '15.25', '37994', '...', '...']",
6151,"['2021', '091-4', '02', '1']","['108.9', '.', '0.8', '14307', '17.96', '16436', '18.23', '2542']",
6152,"['2021', '091-4', '02', '0']","['108.6', '.', '0.8', '13789', '12.88', '21558', '...', '...']",
6153,"['2021', '091-4', '03', '2']","['109.8', '.', '1.2', '28579', '13.68', '33127', '...', '...']",
6154,"['2021', '091-4', '03', '1']","['112.6', '.', '1.6', '9924', '16.97', '11049', '17.40', '1985']",
6155,"['2021', '091-4', '03', '0']","['108.3', '.', '1.0', '18655', '12.01', '22078', '...', '...']",
6156,"['2021', '049', '00', '2']","['108.4', '.', '0.8', '56626', '16.59', '68059', '...', '...']",
6157,"['2021', '049', '00', '1']","['107.9', '.', '0.8', '34692', '18.44', '39589', '19.27', '7391']",
6158,"['2021', '049', '00', '0']","['109.0', '.', '0.8', '21934', '13.49', '28470', '...', '...']",
6159,"['2021', '049', '01', '2']","['110.2', '.', '1.1', '14640', '21.24', '18848', '...', '...']",
6160,"['2021', '049', '01', '1']","['109.9', '.', '1.0', '9698', '23.25', '12127', '23.95', '2326']",
6161,"['2021', '049', '01', '0']","['110.7', '.', '1.2', '4942', '16.14', '6721', '...', '...']",
6162,"['2021', '049', '02', '2']","['108.2', '.', '0.7', '23613', '16.71', '28844', '...', '...']",
6163,"['2021', '049', '02', '1']","['107.2', '.', '0.6', '15555', '18.19', '17376', '18.74', '3291']",
6164,"['2021', '049', '02', '0']","['109.9', '.', '0.8', '8058', '13.74', '11468', '...', '...']",
6165,"['2021', '049', '03', '2']","['107.8', '.', '0.9', '18373', '14.69', '20367', '...', '...']",
6166,"['2021', '049', '03', '1']","['107.5', '.', '1.1', '9439', '16.34', '10086', '17.07', '1774']",
6167,"['2021', '049', '03', '0']","['107.9', '.', '0.6', '8934', '12.67', '10281', '...', '...']",
6168,"['2021', '049-1', '00', '2']","['107.0', '.', '0.7', '8005', '18.65', '9852', '...', '...']",
6169,"['2021', '049-1', '00', '1']","['106.8', '.', '0.6', '7082', '19.15', '8535', '20.49', '1757']",
6170,"['2021', '049-1', '00', '0']","['108.3', '.', '1.2', '923', '15.48', '1317', '...', '...']",
6171,"['2021', '049-1', '01', '2']","['110.6', '.', '0.7', '2912', '24.02', '3813', '...', '...']",
6172,"['2021', '049-1', '01', '1']","['110.8', '.', '0.6', '2591', '24.77', '3369', '25.49', '686']",
6173,"['2021', '049-1', '01', '0']","['110.4', '.', '1.6', '321', '19.07', '444', '...', '...']",
6174,"['2021', '049-1', '02', '2']","['106.7', '.', '0.7', '3176', '18.37', '3905', '...', '...']",
6175,"['2021', '049-1', '02', '1']","['106.2', '.', '0.6', '2874', '18.88', '3401', '19.97', '711']",
6176,"['2021', '049-1', '02', '0']","['110.2', '.', '1.1', '302', '14.55', '504', '...', '...']",
6177,"['2021', '049-1', '03', '2']","['105.3', '.', '0.7', '1917', '16.30', '2134', '...', '...']",
6178,"['2021', '049-1', '03', '1']","['105.2', '.', '0.7', '1617', '16.59', '1765', '17.74', '360']",
6179,"['2021', '049-1', '03', '0']","['105.8', '.', '1.1', '300', '14.77', '369', '...', '...']",
6180,"['2021', '049-2', '00', '2']","['108.2', '.', '0.7', '23946', '17.02', '29089', '...', '...']",
6181,"['2021', '049-2', '00', '1']","['107.6', '.', '0.7', '12496', '19.13', '14239', '19.64', '2897']",
6182,"['2021', '049-2', '00', '0']","['108.7', '.', '0.7', '11450', '13.99', '14850', '...', '...']",
6183,"['2021', '049-2', '01', '2']","['108.7', '.', '1.0', '6089', '21.10', '7995', '...', '...']",
6184,"['2021', '049-2', '01', '1']","['108.2', '.', '1.0', '3149', '23.62', '4049', '24.17', '823']",
6185,"['2021', '049-2', '01', '0']","['109.4', '.', '1.2', '2940', '16.43', '3946', '...', '...']",
6186,"['2021', '049-2', '02', '2']","['108.0', '.', '0.5', '9948', '17.16', '12379', '...', '...']",
6187,"['2021', '049-2', '02', '1']","['106.7', '.', '0.3', '5820', '18.86', '6480', '19.13', '1375']",
6188,"['2021', '049-2', '02', '0']","['109.5', '.', '0.8', '4128', '14.20', '5899', '...', '...']",
6189,"['2021', '049-2', '03', '2']","['108.3', '.', '0.8', '7909', '15.23', '8715', '...', '...']",
6190,"['2021', '049-2', '03', '1']","['108.6', '.', '1.1', '3527', '17.22', '3710', '17.69', '699']",
6191,"['2021', '049-2', '03', '0']","['107.7', '.', '0.6', '4382', '13.11', '5005', '...', '...']",
6192,"['2021', '049-3', '00', '2']","['109.2', '.', '1.0', '24675', '15.30', '29118', '...', '...']",
6193,"['2021', '049-3', '00', '1']","['108.9', '.', '1.2', '15114', '17.22', '16815', '17.94', '2737']",
6194,"['2021', '049-3', '00', '0']","['109.5', '.', '0.7', '9561', '12.68', '12303', '...', '...']",
6195,"['2021', '049-3', '01', '2']","['111.3', '.', '1.3', '5639', '20.04', '7040', '...', '...']",
6196,"['2021', '049-3', '01', '1']","['110.8', '.', '1.3', '3958', '21.94', '4709', '22.71', '817']",
6197,"['2021', '049-3', '01', '0']","['112.6', '.', '1.0', '1681', '14.97', '2331', '...', '...']",
6198,"['2021', '049-3', '02', '2']","['109.3', '.', '0.9', '10489', '15.45', '12560', '...', '...']",
6199,"['2021', '049-3', '02', '1']","['108.6', '.', '1.0', '6861', '16.91', '7495', '17.14', '1205']",
6200,"['2021', '049-3', '02', '0']","['110.3', '.', '0.8', '3628', '13.07', '5065', '...', '...']",
6201,"['2021', '049-3', '03', '2']","['108.2', '.', '1.0', '8547', '13.63', '9518', '...', '...']",
6202,"['2021', '049-3', '03', '1']","['108.0', '.', '1.3', '4295', '15.28', '4611', '15.91', '715']",
6203,"['2021', '049-3', '03', '0']","['108.3', '.', '0.6', '4252', '12.04', '4907', '...', '...']",
6204,"['2021', '092', '00', '2']","['108.7', '.', '0.8', '61416', '16.75', '71215', '...', '...']",
6205,"['2021', '092', '00', '1']","['109.8', '.', '0.8', '42096', '18.19', '47273', '18.84', '8600']",
6206,"['2021', '092', '00', '0']","['107.1', '.', '0.8', '19320', '13.78', '23942', '...', '...']",
6207,"['2021', '092', '01', '2']","['109.9', '.', '0.9', '13542', '21.49', '17163', '...', '...']",
6208,"['2021', '092', '01', '1']","['111.0', '.', '1.0', '10314', '23.11', '12852', '24.16', '2494']",
6209,"['2021', '092', '01', '0']","['106.5', '.', '0.6', '3228', '15.72', '4311', '...', '...']",
6210,"['2021', '092', '02', '2']","['108.2', '.', '0.6', '27487', '16.41', '31909', '...', '...']",
6211,"['2021', '092', '02', '1']","['109.2', '.', '0.5', '19698', '17.54', '21665', '17.69', '3799']",
6212,"['2021', '092', '02', '0']","['106.7', '.', '0.7', '7789', '13.94', '10244', '...', '...']",
6213,"['2021', '092', '03', '2']","['108.8', '.', '0.9', '20387', '14.87', '22143', '...', '...']",
6214,"['2021', '092', '03', '1']","['109.7', '.', '0.9', '12084', '15.99', '12756', '16.42', '2307']",
6215,"['2021', '092', '03', '0']","['107.7', '.', '0.9', '8303', '13.11', '9387', '...', '...']",
6216,"['2021', '092-1', '00', '2']","['109.0', '.', '0.9', '19877', '17.77', '23413', '...', '...']",
6217,"['2021', '092-1', '00', '1']","['110.5', '.', '0.9', '13789', '19.24', '15760', '19.98', '3145']",
6218,"['2021', '092-1', '00', '0']","['107.0', '.', '0.9', '6088', '14.20', '7653', '...', '...']",
6219,"['2021', '092-1', '01', '2']","['109.1', '.', '0.8', '3418', '22.66', '5038', '...', '...']",
6220,"['2021', '092-1', '01', '1']","['110.5', '.', '0.8', '2553', '24.05', '3820', '24.95', '929']",
6221,"['2021', '092-1', '01', '0']","['105.0', '.', '0.6', '865', '15.87', '1218', '...', '...']",
6222,"['2021', '092-1', '02', '2']","['108.9', '.', '0.7', '9771', '17.42', '11194', '...', '...']",
6223,"['2021', '092-1', '02', '1']","['110.4', '.', '0.7', '7083', '18.60', '7628', '18.74', '1381']",
6224,"['2021', '092-1', '02', '0']","['106.9', '.', '0.8', '2688', '14.51', '3566', '...', '...']",
6225,"['2021', '092-1', '03', '2']","['109.2', '.', '1.2', '6688', '15.70', '7181', '...', '...']",
6226,"['2021', '092-1', '03', '1']","['110.6', '.', '1.3', '4153', '16.94', '4312', '17.36', '835']",
6227,"['2021', '092-1', '03', '0']","['107.5', '.', '1.0', '2535', '13.48', '2869', '...', '...']",
6228,"['2021', '092-2', '00', '2']","['108.5', '.', '0.7', '41539', '16.08', '47802', '...', '...']",
6229,"['2021', '092-2', '00', '1']","['109.4', '.', '0.6', '28307', '17.43', '31513', '17.88', '5455']",
6230,"['2021', '092-2', '00', '0']","['107.2', '.', '0.7', '13232', '13.55', '16289', '...', '...']",
6231,"['2021', '092-2', '01', '2']","['110.2', '.', '1.0', '10124', '20.68', '12125', '...', '...']",
6232,"['2021', '092-2', '01', '1']","['111.3', '.', '1.1', '7761', '22.40', '9032', '23.29', '1565']",
6233,"['2021', '092-2', '01', '0']","['107.1', '.', '0.6', '2363', '15.65', '3093', '...', '...']",
6234,"['2021', '092-2', '02', '2']","['107.7', '.', '0.5', '17716', '15.71', '20715', '...', '...']",
6235,"['2021', '092-2', '02', '1']","['108.5', '.', '0.4', '12615', '16.75', '14037', '16.86', '2418']",
6236,"['2021', '092-2', '02', '0']","['106.6', '.', '0.7', '5101', '13.58', '6678', '...', '...']",
6237,"['2021', '092-2', '03', '2']","['108.6', '.', '0.7', '13699', '14.35', '14962', '...', '...']",
6238,"['2021', '092-2', '03', '1']","['109.1', '.', '0.6', '7931', '15.36', '8444', '15.70', '1472']",
6239,"['2021', '092-2', '03', '0']","['107.9', '.', '0.9', '5768', '12.92', '6518', '...', '...']",
6240,"['2021', 'sat', '00', '2']","['107.4', '.', '0.8', '39206', '14.26', '49011', '...', '...']",
6241,"['2021', 'sat', '00', '1']","['107.9', '.', '0.8', '22215', '15.02', '27194', '15.68', '4318']",
6242,"['2021', 'sat', '00', '0']","['106.8', '.', '0.8', '16991', '12.78', '21817', '...', '...']",
6243,"['2021', 'sat', '01', '2']","['108.9', '.', '0.9', '11621', '17.47', '15073', '...', '...']",
6244,"['2021', 'sat', '01', '1']","['109.0', '.', '0.9', '7722', '18.55', '9984', '19.23', '1592']",
6245,"['2021', 'sat', '01', '0']","['108.4', '.', '1.0', '3899', '14.15', '5089', '...', '...']",
6246,"['2021', 'sat', '02', '2']","['107.1', '.', '0.7', '17970', '13.86', '22559', '...', '...']",
6247,"['2021', 'sat', '02', '1']","['107.3', '.', '0.6', '9950', '14.41', '11957', '14.94', '1937']",
6248,"['2021', 'sat', '02', '0']","['106.9', '.', '0.8', '8020', '12.89', '10602', '...', '...']",
6249,"['2021', 'sat', '03', '2']","['107.0', '.', '0.9', '9615', '12.83', '11379', '...', '...']",
6250,"['2021', 'sat', '03', '1']","['107.8', '.', '1.0', '4543', '13.26', '5253', '13.62', '789']",
6251,"['2021', 'sat', '03', '0']","['106.0', '.', '0.6', '5072', '12.11', '6126', '...', '...']",
6252,"['2021', '638', '00', '2']","['108.6', '.', '1.0', '4823', '13.67', '6291', '...', '...']",
6253,"['2021', '638', '00', '1']","['109.0', '.', '1.1', '2282', '14.68', '3027', '15.00', '430']",
6254,"['2021', '638', '00', '0']","['107.9', '.', '0.7', '2541', '11.74', '3264', '...', '...']",
6255,"['2021', '638', '01', '2']","['109.2', '.', '1.1', '1630', '17.49', '2117', '...', '...']",
6256,"['2021', '638', '01', '1']","['109.4', '.', '1.2', '1117', '18.44', '1466', '18.82', '222']",
6257,"['2021', '638', '01', '0']","['108.2', '.', '0.8', '513', '13.46', '651', '...', '...']",
6258,"['2021', '638', '02', '2']","['108.3', '.', '1.0', '2029', '13.08', '2773', '...', '...']",
6259,"['2021', '638', '02', '1']","['107.8', '.', '1.1', '887', '13.75', '1169', '13.89', '159']",
6260,"['2021', '638', '02', '0']","['109.2', '.', '0.9', '1142', '11.75', '1604', '...', '...']",
6261,"['2021', '638', '03', '2']","['108.4', '.', '0.9', '1164', '12.11', '1401', '...', '...']",
