"","vuosi_","maakunta","omaluok","N","tulkotielaintuotto","tulkasvituotto","tulpuutarhatuotto","tulmuutulo","tultuet","tulliikevaihto","tulvarastomuutos","tulluovutukset","tultilatuotto","tulinvestointituki","tulmuutuotto","tulkokonaistuotto_vara","tultarvikkeet","tultilakaytto","tulelaintenosto","tulostopalvelut","tulpalkat","tulkonevuokra","tulmuumuuttuva","tulpalkkavaatimus","tulvuokrat","tulvakuutuksetyht","tulkoneymskpito","tulmuukiintea","tulkayttokate","tulrakepoisto","tulkonepoisto","tulmuupoisto","tulliiketulos","tulnettorahoituskulut","tulnettotulos","tuloponkorko","tulyrittajanvoitto_vara","eyelain","otos"
"163",24,5,1,121100,28304.8494055,46197.8058382,17368.3137242,4190.92278282,57829.8468126,153891.738563,6375.81203138,-227.730396367,8399.91769612,1046.10428571,1946.60083402,171432.443014,-39325.1898018,-8399.91769612,-316.718918249,-5444.19143683,-5619.10669694,-369.229017341,-4181.6834104,-32026.6094137,-13293.4615359,-10042.0058299,-12078.3912634,-5939.69583815,34396.2421552,-9712.87514451,-23269.504583,-837.108232865,576.75419488,-1788.50023947,-1211.74604459,-19996.449777,-21208.1958216,12.3638645747,13
"164",24,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",24,6,1,212299,27303.2785449,16606.6947166,27377.7140943,3078.88193552,41942.027317,116308.596608,4380.53213703,56.5233835298,8887.46903532,702.557703993,3201.16331193,133536.84218,-28750.9075824,-8887.46903532,-1533.89361231,-8152.99083769,-8286.08000923,-1355.26569018,-7157.78842472,-24666.051484,-5501.41659899,-7666.65947546,-8982.01983316,-6863.19179746,15405.3813379,-7813.56962327,-11110.2414705,-1377.47917352,-4895.90892943,-2085.22491745,-6981.13384689,-10189.3596948,-17170.4935417,12.1804247783,36
"166",24,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",24,7,1,98599,25300.0915696,31817.359358,8716.13656325,654.906447226,60197.7737063,126686.267644,8219.24105224,29.3184677329,6324.18870526,846.284226209,1733.66166117,143838.961757,-39118.2474664,-6324.18870526,-53.5258978286,-6100.55053601,-2452.86524204,-214.420846053,-3635.78382022,-24440.1221108,-8121.1450821,-8222.44405724,-7689.32705514,-5386.38824866,32079.9526893,-7539.69193024,-20962.7445609,-2112.3079798,1465.20821834,-718.479847666,746.728370673,-14022.2474953,-13275.5191246,10.4587195611,16
"168",24,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",24,8,1,106498,27573.6330729,27416.335115,14808.7759301,1778.14165994,53725.7844234,125302.670201,6187.93155815,149.632185581,8012.79723093,757.281286973,1840.17004113,142250.482504,-33004.4237912,-8012.79723093,-3631.15025634,-9978.84044527,-3725.32617983,-1658.25783583,-3697.28662078,-20444.7527653,-10050.1060442,-6869.09736296,-8112.81538677,-5041.46686492,28024.1617197,-5675.5402939,-15818.251995,-1053.65035926,5476.71907153,-2129.72737047,3346.99170106,-11662.3102122,-8315.31851115,11.6023070856,22
"170",24,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",24,9,1,71492,38186.155335,17817.6282546,254.375006994,2543.59170676,46393.3838708,105195.134174,4734.38115971,32.4322927041,13177.7513588,1456.2681584,1355.23299054,125951.200134,-26661.0292072,-13177.7513588,-3935.08015904,-9237.82180244,-2095.75086024,-59.4023784479,-3858.00144925,-23924.7320539,-4616.69780283,-7591.01854501,-8382.86316287,-5843.05092989,16568.0004244,-6018.07879693,-14242.2599078,-1450.65473172,-5142.99301209,-1838.00958345,-6981.00259554,-11352.6587133,-18333.6613088,18.5566047949,47
"172",24,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",24,10,1,97398,51161.108231,14474.1289402,39202.9377554,2225.25085258,57229.1369047,164292.562684,4279.88939321,0,19329.891129,2205.96499435,2063.68440502,192171.992605,-49405.6013688,-19329.891129,-1281.96610813,-11066.4820902,-15414.3173841,-930.682429003,-8672.5520676,-30789.6737099,-6573.10782583,-8348.66466272,-12951.6787651,-8687.81649623,18719.5585688,-9412.37861229,-22050.3339781,-726.205230087,-13469.3592517,-5116.01177581,-18585.3710275,-8786.22255529,-27371.5935828,27.5791034724,26
"174",24,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",24,11,1,215792,79219.1618445,7219.4894915,20518.3958395,1792.09147244,58077.2698741,166826.408522,2297.24816013,369.70992363,21368.8103792,2289.66741598,2153.4728989,195305.3173,-50056.6943498,-21368.8103792,-6463.95616612,-15103.4215977,-12468.1421276,-1652.68709646,-6077.84956041,-31029.7240305,-4571.51997386,-8141.31291118,-12625.4683446,-8596.69885436,17140.5793241,-9588.25168357,-17207.94755,-1950.70099888,-11606.3209084,-1514.57622442,-13120.8971328,-11208.0002586,-24328.8973914,34.134987627,66
"176",24,11,5,1,67.09,52994.64,1810.84,3291.23,56754.36,114918.16,8998.7,113.17,2358.71,750.02,3483.32,130622.08,-30275.92,-2358.71,0,-5684.5,-1151.84,-591.42,-3058.9,-17255.94,-11682.45,-7560.51,-10142.39,-6080.58,34164.12,-4455.87,-20956.37,-2066.54,6685.32,-2857.2,3828.12,-18148.28,-14320.16,0.01,-2
"177",25,-1,1,1687554,0,0,0,95582.5643445,51405.5028546,171759.690057,0,0,11396.6054048,1141.00349937,12234.0142091,196531.313249,-64102.5667167,-11396.6054048,-3989.4812246,-8239.96575246,-8959.68357581,-1185.10557404,-35667.7953626,-25793.8453512,-7962.87954934,-8525.70621225,-11364.6944566,-22890.5199155,22120.2592576,-7432.2655998,-16157.1518657,-1440.57904735,-2909.73725525,-2740.11992897,-5649.85677849,-13513.366155,-19163.2225107,16.0217030151,381
"178",25,-1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",25,1,1,215787,0,0,0,99651.207408,50989.4865491,170736.61285,0,0,7831.42080528,1299.72997192,10964.7667081,190832.529479,-67759.5170159,-7831.42080528,-741.700989865,-7328.83007544,-12382.7799177,-277.249773619,-28061.8207029,-21936.0617106,-6956.84313925,-8870.49657426,-12805.3551049,-21965.6152017,21976.6527985,-7133.48592742,-18788.5418996,-1558.91918809,-5504.29421657,-2026.96252151,-7531.25591514,-16462.7746464,-23994.0300023,7.00600731277,52
"180",25,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",25,2,1,365591,0,0,0,115852.289801,45068.6113206,182624.323578,0,0,6583.22805168,879.580174375,14240.6143145,204327.744183,-75967.1936115,-6583.22805168,-3859.82473986,-8807.42748153,-11148.0563605,-1413.91448211,-23854.5022715,-22957.3121766,-7260.61174074,-8095.44706426,-10550.550174,-16595.8059608,31088.3735853,-7099.47629485,-13504.5773983,-1664.25961345,8820.06027875,-3344.04691576,5476.01414666,-16292.3071912,-10816.2917612,12.9149250392,77
"182",25,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",25,4,1,182998,0,0,0,87990.6254359,45204.5586368,163598.968445,0,0,12486.3142614,384.824920218,17532.6455145,194002.754953,-70412.3896772,-12486.3142614,-11422.2610302,-6731.77973371,-5246.81746249,-753.174176986,-34737.3032423,-27918.8357003,-8741.79782315,-8031.14707243,-11271.77394,-22909.4931786,8076.97107416,-4375.26761522,-13382.4132361,-963.840014372,-10644.5497915,-2952.79914354,-13597.3489378,-10868.407307,-24465.7561251,16.7414944426,28
"184",25,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",25,5,1,121100,0,0,0,112015.707184,58381.2252106,191644.921329,0,0,9275.95310487,1046.10428571,10925.9312221,212892.907465,-52250.6544839,-9275.95310487,-395.681767135,-3680.43814203,-5641.30748142,-488.463790256,-29541.7735178,-32153.1437407,-13713.7062841,-10757.2765648,-13397.2079851,-25591.8510074,45547.2199917,-9712.87514451,-23269.504583,-837.108232865,11727.7320314,-2206.7832948,9520.95014038,-19996.449777,-10475.4980264,12.3638645747,13
"186",25,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",25,6,1,212299,0,0,0,76680.6927707,42969.7444957,140701.985455,0,0,9730.48747865,702.557703993,10618.5024156,161753.531135,-44960.9184694,-9730.48747865,-1905.13221918,-7594.45528354,-8318.81723786,-1764.28280694,-31361.6092057,-25151.0520289,-7179.30656376,-8258.80967913,-10050.7299106,-20944.2788174,15895.2648798,-7844.80314768,-11196.0179933,-1377.47917352,-4523.03543465,-2586.94513563,-7109.98012704,-10251.0786996,-17361.0607744,12.2000197834,35
"188",25,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",25,7,1,98599,0,0,0,75495.9440308,60482.1140397,156946.774632,0,0,6996.06954695,846.284226209,13126.3675801,177915.503267,-63872.6017875,-6996.06954695,-63.4320546862,-4460.26955162,-2462.55633424,-276.509761762,-24283.2455303,-24536.6817577,-8304.36644337,-8808.1121557,-8365.49122019,-13670.1310815,36099.2823001,-7539.69193024,-20962.7445609,-2112.3079798,5484.53782919,-927.114942444,4557.42229008,-14022.2472215,-9464.82460684,10.4587195611,16
"190",25,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",25,8,1,106498,0,0,0,85059.7635781,53992.3966311,160637.744484,0,0,8738.7400092,757.281286973,12089.5641278,182223.331514,-48121.010068,-8738.7400092,-4303.19564217,-9881.23964225,-3740.04471915,-2142.72025766,-29062.2893778,-20525.5278398,-11688.9043409,-7358.36981389,-8846.59490657,-18822.2609072,38054.7258459,-5675.54028451,-15818.251995,-1053.65035926,15507.2832072,-2619.94907416,12887.3323349,-11662.3102122,1225.02364382,11.6023070856,22
"192",25,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",25,9,1,71492,0,0,0,60038.8146661,47434.2277053,134546.129139,0,0,14246.2740253,1456.2681584,11370.5447344,161619.215527,-48715.9923656,-14246.2740253,-4743.02850109,-7100.94318092,-2104.03070945,-76.6033922677,-44515.8414186,-24019.2576094,-4693.3011951,-8131.70884784,-9091.46311294,-16132.0337996,22564.577086,-6018.07879693,-14242.2599078,-1450.65473172,853.583649499,-2265.45029612,-1411.86635456,-11336.8983065,-12748.7637088,18.5566047949,47
"194",25,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",25,10,1,97398,0,0,0,100488.935439,61242.2886441,194555.117976,0,0,20936.6034941,2205.96499435,9681.32604797,227379.01377,-73326.4696708,-20936.6034941,-1524.76989281,-10418.4382394,-15475.2182926,-1203.28217684,-60528.764257,-30911.3206752,-7514.84698844,-8943.32147518,-13997.0728331,-33113.6282435,10014.0380938,-9412.37861229,-22050.3339781,-726.205230087,-22174.8797267,-6283.0517333,-28457.9307861,-8786.22195979,-37244.1523982,27.5791034724,26
"196",25,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",25,11,1,215792,0,0,0,96917.720069,63652.3527881,194989.535463,0,0,23093.9810808,2289.96465128,9035.51752526,229409.000703,-69403.5817252,-23093.9810808,-7722.89302314,-12973.6046106,-12345.6489864,-2194.32472803,-66060.2463984,-31171.3025124,-6332.23635218,-8728.61661443,-13712.3658004,-38708.089187,3022.35642688,-9594.24813849,-17208.2931745,-1951.44302824,-25731.6279143,-2145.58871965,-27877.216074,-11205.9325889,-39083.1485505,34.1694189312,65
"198",25,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
